time;P;G(i);H_sun;T2m;WS10m;Int
20201016:0010;0.0;0.0;0.0;8.51;1.72;0.0
20201016:0110;0.0;0.0;0.0;8.49;1.72;0.0
20201016:0210;0.0;0.0;0.0;8.07;1.66;0.0
20201016:0310;0.0;0.0;0.0;8.01;1.59;0.0
20201016:0410;0.0;0.0;0.0;7.96;1.59;0.0
20201016:0510;0.0;0.0;0.0;8.32;1.45;0.0
20201016:0610;0.15;6.01;4.3;8.35;1.31;0.0
20201016:0710;19.11;35.77;14.14;8.75;1.59;0.0
20201016:0810;82.78;112.76;22.94;9.57;2.0;0.0
20201016:0910;34.73;55.94;30.08;10.3;2.07;0.0
20201016:1010;67.34;95.38;34.84;10.97;1.93;0.0
20201016:1110;121.52;158.65;36.51;11.42;1.79;0.0
20201016:1210;207.55;257.93;34.81;12.11;1.93;0.0
20201016:1310;188.98;236.12;30.03;12.28;2.14;0.0
20201016:1410;366.41;440.48;22.87;11.9;2.07;0.0
20201016:1510;196.08;244.22;14.06;11.88;1.79;0.0
20201016:1610;44.53;72.89;4.21;11.23;1.03;0.0
20201016:1710;0.0;0.0;0.0;9.89;0.76;0.0
20201016:1810;0.0;0.0;0.0;9.86;0.62;0.0
20201016:1910;0.0;0.0;0.0;8.81;0.28;0.0
20201016:2010;0.0;0.0;0.0;8.53;0.21;0.0
20201016:2110;0.0;0.0;0.0;7.98;0.41;0.0
20201016:2210;0.0;0.0;0.0;7.4;0.55;0.0
20201016:2310;0.0;0.0;0.0;7.67;0.62;0.0
20201017:0010;0.0;0.0;0.0;7.35;0.76;0.0
20201017:0110;0.0;0.0;0.0;7.08;0.83;0.0
20201017:0210;0.0;0.0;0.0;6.56;0.9;0.0
20201017:0310;0.0;0.0;0.0;6.24;1.03;0.0
20201017:0410;0.0;0.0;0.0;5.72;1.1;0.0
20201017:0510;0.0;0.0;0.0;5.99;1.1;0.0
20201017:0610;7.83;19.75;4.06;6.04;1.1;0.0
20201017:0710;230.78;287.44;13.89;6.19;0.55;0.0
20201017:0810;441.84;533.23;22.66;8.55;0.62;0.0
20201017:0910;599.87;744.06;29.77;11.21;0.69;0.0
20201017:1010;685.37;868.15;34.49;12.83;0.9;0.0
20201017:1110;689.19;873.85;36.14;13.19;1.03;0.0
20201017:1210;564.45;699.95;34.44;13.46;1.24;0.0
20201017:1310;646.42;804.18;29.68;13.21;1.52;0.0
20201017:1410;512.72;622.21;22.53;12.38;1.79;0.0
20201017:1510;303.27;369.77;13.75;11.8;1.79;0.0
20201017:1610;31.02;54.58;3.91;10.53;1.52;0.0
20201017:1710;0.0;0.0;0.0;9.7;1.59;0.0
20201017:1810;0.0;0.0;0.0;8.89;1.52;0.0
20201017:1910;0.0;0.0;0.0;8.87;1.66;0.0
20201017:2010;0.0;0.0;0.0;8.61;1.52;0.0
20201017:2110;0.0;0.0;0.0;8.2;1.52;0.0
20201017:2210;0.0;0.0;0.0;7.73;1.38;0.0
20201017:2310;0.0;0.0;0.0;8.12;1.31;0.0
20201018:0010;0.0;0.0;0.0;7.89;1.17;0.0
20201018:0110;0.0;0.0;0.0;7.5;1.1;0.0
20201018:0210;0.0;0.0;0.0;7.21;0.97;0.0
20201018:0310;0.0;0.0;0.0;7.13;0.83;0.0
20201018:0410;0.0;0.0;0.0;7.37;0.69;0.0
20201018:0510;0.0;0.0;0.0;8.02;0.48;0.0
20201018:0610;5.02;15.45;3.83;8.05;0.55;0.0
20201018:0710;69.04;97.52;13.63;9.32;0.07;0.0
20201018:0810;103.62;137.75;22.37;10.4;0.14;0.0
20201018:0910;150.91;193.77;29.45;11.75;0.0;0.0
20201018:1010;169.66;216.73;34.14;12.82;0.14;0.0
20201018:1110;180.1;228.97;35.78;12.87;0.21;0.0
20201018:1210;173.46;221.2;34.07;12.99;0.21;0.0
20201018:1310;338.98;417.11;29.32;12.97;0.28;0.0
20201018:1410;95.69;129.58;22.2;12.47;0.28;0.0
20201018:1510;72.87;102.56;13.44;12.33;0.34;0.0
20201018:1610;12.36;27.88;3.62;12.0;0.55;0.0
20201018:1710;0.0;0.0;0.0;11.12;0.69;0.0
20201018:1810;0.0;0.0;0.0;10.58;0.69;0.0
20201018:1910;0.0;0.0;0.0;11.12;0.28;0.0
20201018:2010;0.0;0.0;0.0;11.07;0.34;0.0
20201018:2110;0.0;0.0;0.0;10.71;0.41;0.0
20201018:2210;0.0;0.0;0.0;10.31;0.41;0.0
20201018:2310;0.0;0.0;0.0;10.82;0.69;0.0
20201019:0010;0.0;0.0;0.0;10.41;0.69;0.0
20201019:0110;0.0;0.0;0.0;10.15;0.69;0.0
20201019:0210;0.0;0.0;0.0;9.32;0.76;0.0
20201019:0310;0.0;0.0;0.0;8.47;0.9;0.0
20201019:0410;0.0;0.0;0.0;8.3;0.9;0.0
20201019:0510;0.0;0.0;0.0;8.66;0.9;0.0
20201019:0610;3.01;12.02;3.59;8.61;0.9;0.0
20201019:0710;52.98;78.44;13.38;10.13;0.14;0.0
20201019:0810;98.64;132.28;22.09;10.87;0.07;0.0
20201019:0910;203.29;254.52;29.13;12.11;0.28;0.0
20201019:1010;362.52;446.53;33.8;12.89;0.34;0.0
20201019:1110;578.5;723.25;35.41;13.02;0.76;0.0
20201019:1210;474.52;585.57;33.71;13.32;0.83;0.0
20201019:1310;250.76;310.84;28.98;13.47;0.69;0.0
20201019:1410;415.96;509.62;21.88;12.92;0.62;0.0
20201019:1510;221.47;276.13;13.13;12.53;0.69;0.0
20201019:1610;4.89;15.45;3.32;12.03;0.55;0.0
20201019:1710;0.0;0.0;0.0;10.99;0.55;0.0
20201019:1810;0.0;0.0;0.0;10.45;0.62;0.0
20201019:1910;0.0;0.0;0.0;9.38;1.03;0.0
20201019:2010;0.0;0.0;0.0;9.15;0.9;0.0
20201019:2110;0.0;0.0;0.0;8.55;0.97;0.0
20201019:2210;0.0;0.0;0.0;8.57;0.9;0.0
20201019:2310;0.0;0.0;0.0;9.11;0.97;0.0
20201020:0010;0.0;0.0;0.0;9.02;0.97;0.0
20201020:0110;0.0;0.0;0.0;9.42;0.83;0.0
20201020:0210;0.0;0.0;0.0;9.31;0.76;0.0
20201020:0310;0.0;0.0;0.0;9.56;0.62;0.0
20201020:0410;0.0;0.0;0.0;9.55;0.69;0.0
20201020:0510;0.0;0.0;0.0;10.15;0.62;0.0
20201020:0610;3.45;12.88;3.36;10.15;0.62;0.0
20201020:0710;81.66;112.41;13.12;9.25;0.83;0.0
20201020:0810;272.89;334.19;21.81;11.31;0.62;0.0
20201020:0910;268.99;330.07;28.82;12.83;1.38;0.0
20201020:1010;214.14;267.26;33.45;13.43;1.66;0.0
20201020:1110;319.07;389.76;35.05;13.39;1.86;0.0
20201020:1210;125.23;164.27;33.35;13.11;1.31;0.0
20201020:1310;170.43;216.01;28.63;13.02;1.45;0.0
20201020:1410;21.44;39.43;21.55;12.82;1.45;0.0
20201020:1510;10.21;23.84;12.83;13.03;1.38;0.0
20201020:1610;0.0;5.15;3.04;12.36;0.9;0.0
20201020:1710;0.0;0.0;0.0;11.42;0.62;0.0
20201020:1810;0.0;0.0;0.0;10.91;0.62;0.0
20201020:1910;0.0;0.0;0.0;9.55;0.9;0.0
20201020:2010;0.0;0.0;0.0;10.13;0.55;0.0
20201020:2110;0.0;0.0;0.0;10.01;0.55;0.0
20201020:2210;0.0;0.0;0.0;9.77;0.62;0.0
20201020:2310;0.0;0.0;0.0;10.78;0.48;0.0
20201021:0010;0.0;0.0;0.0;10.72;0.48;0.0
20201021:0110;0.0;0.0;0.0;10.42;0.62;0.0
20201021:0210;0.0;0.0;0.0;10.01;0.62;0.0
20201021:0310;0.0;0.0;0.0;10.1;0.55;0.0
20201021:0410;0.0;0.0;0.0;10.16;0.62;0.0
20201021:0510;0.0;0.0;0.0;10.21;0.62;0.0
20201021:0610;0.0;2.58;3.12;10.27;0.55;0.0
20201021:0710;18.22;34.85;12.86;10.73;0.76;0.0
20201021:0810;63.25;90.79;21.52;11.22;0.76;0.0
20201021:0910;32.97;54.11;28.5;11.67;0.69;0.0
20201021:1010;64.98;93.54;33.11;13.07;0.83;0.0
20201021:1110;50.81;76.12;34.69;11.98;0.9;0.0
20201021:1210;46.91;71.53;32.99;12.53;1.1;0.0
20201021:1310;27.03;46.77;28.29;12.99;1.31;0.0
20201021:1410;14.71;30.26;21.23;12.65;0.97;0.0
20201021:1510;27.12;46.77;12.53;12.23;0.83;0.0
20201021:1610;1.61;9.44;2.75;11.98;0.83;0.0
20201021:1710;0.0;0.0;0.0;11.66;0.55;0.0
20201021:1810;0.0;0.0;0.0;11.42;0.41;0.0
20201021:1910;0.0;0.0;0.0;10.06;0.48;0.0
20201021:2010;0.0;0.0;0.0;10.05;0.62;0.0
20201021:2110;0.0;0.0;0.0;9.89;0.62;0.0
20201021:2210;0.0;0.0;0.0;9.81;0.55;0.0
20201021:2310;0.0;0.0;0.0;11.56;0.41;0.0
20201022:0010;0.0;0.0;0.0;11.48;0.34;0.0
20201022:0110;0.0;0.0;0.0;11.48;0.28;0.0
20201022:0210;0.0;0.0;0.0;11.28;0.28;0.0
20201022:0310;0.0;0.0;0.0;11.34;0.21;0.0
20201022:0410;0.0;0.0;0.0;11.41;0.21;0.0
20201022:0510;0.0;0.0;0.0;11.56;0.34;0.0
20201022:0610;1.21;8.59;2.88;11.62;0.28;0.0
20201022:0710;11.54;25.68;12.61;11.75;0.55;0.0
20201022:0810;44.68;68.78;21.24;12.22;0.41;0.0
20201022:0910;46.11;70.61;28.19;12.45;0.21;0.0
20201022:1010;37.53;60.53;32.77;14.59;0.28;0.0
20201022:1110;77.06;108.21;34.34;13.44;0.28;0.0
20201022:1210;29.02;49.52;32.64;13.88;0.69;0.0
20201022:1310;29.7;50.44;27.95;14.1;0.76;0.0
20201022:1410;15.99;32.1;20.92;13.04;0.69;0.0
20201022:1510;43.1;67.22;12.23;13.91;0.76;0.0
20201022:1610;0.0;1.72;2.47;13.23;0.9;0.0
20201022:1710;0.0;0.0;0.0;12.62;1.03;0.0
20201022:1810;0.0;0.0;0.0;12.32;0.76;0.0
20201022:1910;0.0;0.0;0.0;11.66;0.21;0.0
20201022:2010;0.0;0.0;0.0;11.73;0.41;0.0
20201022:2110;0.0;0.0;0.0;12.05;0.21;0.0
20201022:2210;0.0;0.0;0.0;12.12;0.21;0.0
20201022:2310;0.0;0.0;0.0;13.03;0.28;0.0
20201023:0010;0.0;0.0;0.0;13.03;0.07;0.0
20201023:0110;0.0;0.0;0.0;12.98;0.14;0.0
20201023:0210;0.0;0.0;0.0;12.14;0.28;0.0
20201023:0310;0.0;0.0;0.0;12.18;0.41;0.0
20201023:0410;0.0;0.0;0.0;12.09;0.62;0.0
20201023:0510;0.0;0.0;0.0;12.47;0.97;0.0
20201023:0610;0.0;2.58;2.65;12.66;1.24;0.0
20201023:0710;29.22;49.52;12.35;12.42;0.28;0.0
20201023:0810;14.66;30.26;20.96;13.17;0.55;0.0
20201023:0910;40.69;64.19;27.88;13.55;0.48;0.0
20201023:1010;31.57;53.19;32.43;15.8;0.62;0.0
20201023:1110;35.35;57.78;33.99;14.7;0.62;0.0
20201023:1210;57.73;85.29;32.29;14.37;0.83;0.0
20201023:1310;41.93;66.03;27.62;14.72;0.76;0.0
20201023:1410;10.75;24.76;20.6;14.42;0.76;0.0
20201023:1510;29.67;50.44;11.94;14.21;0.55;0.0
20201023:1610;0.0;0.0;0.0;13.82;0.69;0.0
20201023:1710;0.0;0.0;0.0;13.33;0.62;0.0
20201023:1810;0.0;0.0;0.0;13.19;0.55;0.0
20201023:1910;0.0;0.0;0.0;12.57;0.48;0.0
20201023:2010;0.0;0.0;0.0;12.57;0.41;0.0
20201023:2110;0.0;0.0;0.0;12.39;0.34;0.0
20201023:2210;0.0;0.0;0.0;12.28;0.28;0.0
20201023:2310;0.0;0.0;0.0;13.31;0.07;0.0
20201024:0010;0.0;0.0;0.0;12.92;0.28;0.0
20201024:0110;0.0;0.0;0.0;12.88;0.28;0.0
20201024:0210;0.0;0.0;0.0;12.48;0.41;0.0
20201024:0310;0.0;0.0;0.0;12.23;0.48;0.0
20201024:0410;0.0;0.0;0.0;11.95;0.41;0.0
20201024:0510;0.0;0.0;0.0;11.95;0.62;0.0
20201024:0610;0.0;0.0;0.0;11.72;0.55;0.0
20201024:0710;179.83;232.47;12.1;11.54;0.69;0.0
20201024:0810;108.29;143.68;20.67;11.91;0.83;0.0
20201024:0910;124.02;162.78;27.57;13.02;0.97;0.0
20201024:1010;45.81;70.61;32.09;14.11;1.24;0.0
20201024:1110;375.01;460.06;33.64;14.42;1.45;0.0
20201024:1210;384.43;473.34;31.94;15.24;1.38;0.0
20201024:1310;613.2;768.97;27.29;15.76;1.52;0.0
20201024:1410;473.37;585.93;20.3;15.4;1.1;0.0
20201024:1510;255.07;320.51;11.65;15.21;0.62;0.0
20201024:1610;0.0;0.0;0.0;14.5;0.48;0.0
20201024:1710;0.0;0.0;0.0;13.27;0.69;0.0
20201024:1810;0.0;0.0;0.0;11.41;1.31;0.0
20201024:1910;0.0;0.0;0.0;10.64;1.45;0.0
20201024:2010;0.0;0.0;0.0;10.17;1.38;0.0
20201024:2110;0.0;0.0;0.0;9.78;1.31;0.0
20201024:2210;0.0;0.0;0.0;9.61;1.24;0.0
20201024:2310;0.0;0.0;0.0;10.34;1.31;0.0
20201025:0010;0.0;0.0;0.0;10.42;1.31;0.0
20201025:0110;0.0;0.0;0.0;10.96;1.24;0.0
20201025:0210;0.0;0.0;0.0;10.4;1.24;0.0
20201025:0310;0.0;0.0;0.0;10.68;1.17;0.0
20201025:0410;0.0;0.0;0.0;10.88;1.03;0.0
20201025:0510;0.0;0.0;0.0;11.17;1.03;0.0
20201025:0610;0.0;0.0;0.0;11.27;1.03;0.0
20201025:0710;25.02;44.02;11.84;12.16;1.52;0.0
20201025:0810;82.63;114.08;20.39;12.77;1.79;0.0
20201025:0910;29.84;50.44;27.26;13.34;1.45;0.0
20201025:1010;50.29;76.12;31.76;14.33;1.93;0.0
20201025:1110;89.56;122.89;33.29;14.19;2.41;0.0
20201025:1210;101.22;136.64;31.6;14.54;3.03;0.0
20201025:1310;31.85;53.19;26.96;14.52;3.31;0.0
20201025:1410;204.83;253.86;19.99;13.93;3.31;0.0
20201025:1510;29.14;49.52;11.37;13.51;3.31;0.0
20201025:1610;0.0;0.0;0.0;13.09;2.76;0.0
20201025:1710;0.0;0.0;0.0;12.69;2.97;0.0
20201025:1810;0.0;0.0;0.0;12.57;3.52;0.0
20201025:1910;0.0;0.0;0.0;12.35;4.14;0.0
20201025:2010;0.0;0.0;0.0;12.31;3.66;0.0
20201025:2110;0.0;0.0;0.0;12.19;3.93;0.0
20201025:2210;0.0;0.0;0.0;12.17;3.93;0.0
20201025:2310;0.0;0.0;0.0;13.17;4.28;0.0
20201026:0010;0.0;0.0;0.0;13.22;3.93;0.0
20201026:0110;0.0;0.0;0.0;12.99;4.07;0.0
20201026:0210;0.0;0.0;0.0;12.8;4.48;0.0
20201026:0310;0.0;0.0;0.0;12.98;4.34;0.0
20201026:0410;0.0;0.0;0.0;13.08;4.41;0.0
20201026:0510;0.0;0.0;0.0;13.37;4.55;0.0
20201026:0610;0.0;0.0;0.0;13.32;4.9;0.0
20201026:0710;2.86;11.92;11.58;13.25;3.17;0.0
20201026:0810;10.82;24.76;20.11;13.55;3.59;0.0
20201026:0910;27.7;47.69;26.95;13.69;4.21;0.0
20201026:1010;44.56;68.78;31.43;13.63;4.14;0.0
20201026:1110;36.53;58.69;32.94;12.88;4.07;0.0
20201026:1210;22.84;41.27;31.26;13.04;3.38;0.0
20201026:1310;41.67;65.11;26.64;12.89;2.55;0.0
20201026:1410;22.25;40.35;19.69;12.08;3.03;0.0
20201026:1510;2.89;11.92;11.09;11.61;2.55;0.0
20201026:1610;0.0;0.0;0.0;11.42;2.07;0.0
20201026:1710;0.0;0.0;0.0;11.46;1.86;0.0
20201026:1810;0.0;0.0;0.0;11.28;2.0;0.0
20201026:1910;0.0;0.0;0.0;10.74;0.76;0.0
20201026:2010;0.0;0.0;0.0;9.93;0.76;0.0
20201026:2110;0.0;0.0;0.0;9.65;0.28;0.0
20201026:2210;0.0;0.0;0.0;9.33;0.34;0.0
20201026:2310;0.0;0.0;0.0;10.87;0.28;0.0
20201027:0010;0.0;0.0;0.0;10.41;0.97;0.0
20201027:0110;0.0;0.0;0.0;9.7;1.45;0.0
20201027:0210;0.0;0.0;0.0;8.85;1.93;0.0
20201027:0310;0.0;0.0;0.0;8.43;1.86;0.0
20201027:0410;0.0;0.0;0.0;8.18;1.59;0.0
20201027:0510;0.0;0.0;0.0;8.65;1.38;0.0
20201027:0610;0.0;0.0;0.0;8.31;1.24;0.0
20201027:0710;144.0;185.94;11.33;7.91;1.1;0.0
20201027:0810;432.63;520.93;19.83;9.32;1.1;0.0
20201027:0910;188.54;234.64;26.64;10.64;1.1;0.0
20201027:1010;551.07;675.77;31.1;11.99;1.31;0.0
20201027:1110;531.99;649.48;32.6;12.61;1.79;0.0
20201027:1210;524.39;641.14;30.92;13.34;1.86;0.0
20201027:1310;632.05;783.22;26.32;13.59;1.72;0.0
20201027:1410;484.06;589.94;19.39;13.1;1.52;0.0
20201027:1510;264.24;327.17;10.81;12.84;1.1;0.0
20201027:1610;0.0;0.0;0.0;11.54;0.62;0.0
20201027:1710;0.0;0.0;0.0;11.64;0.41;0.0
20201027:1810;0.0;0.0;0.0;11.11;0.21;0.0
20201027:1910;0.0;0.0;0.0;10.5;0.69;0.0
20201027:2010;0.0;0.0;0.0;10.23;0.69;0.0
20201027:2110;0.0;0.0;0.0;9.81;0.48;0.0
20201027:2210;0.0;0.0;0.0;9.37;0.28;0.0
20201027:2310;0.0;0.0;0.0;9.78;0.0;0.0
20201028:0010;0.0;0.0;0.0;9.17;0.07;0.0
20201028:0110;0.0;0.0;0.0;8.78;0.07;0.0
20201028:0210;0.0;0.0;0.0;7.9;0.0;0.0
20201028:0310;0.0;0.0;0.0;7.44;0.14;0.0
20201028:0410;0.0;0.0;0.0;7.14;0.41;0.0
20201028:0510;0.0;0.0;0.0;7.22;0.55;0.0
20201028:0610;0.0;0.0;0.0;7.11;0.62;0.0
20201028:0710;186.02;238.26;11.07;8.84;0.28;0.0
20201028:0810;409.52;499.4;19.55;9.77;0.14;0.0
20201028:0910;559.69;697.62;26.34;12.63;0.48;0.0
20201028:1010;656.05;832.0;30.77;13.91;0.83;0.0
20201028:1110;715.47;904.0;32.26;14.21;1.66;0.0
20201028:1210;710.63;892.38;30.59;14.68;2.07;0.0
20201028:1310;594.78;731.5;26.0;14.66;2.34;0.0
20201028:1410;461.26;556.55;19.1;13.74;2.76;0.0
20201028:1510;190.36;238.49;10.54;12.92;2.62;0.0
20201028:1610;0.0;0.0;0.0;11.9;2.21;0.0
20201028:1710;0.0;0.0;0.0;10.78;1.93;0.0
20201028:1810;0.0;0.0;0.0;10.05;1.86;0.0
20201028:1910;0.0;0.0;0.0;9.1;1.72;0.0
20201028:2010;0.0;0.0;0.0;8.94;1.72;0.0
20201028:2110;0.0;0.0;0.0;8.55;1.72;0.0
20201028:2210;0.0;0.0;0.0;8.32;1.59;0.0
20201028:2310;0.0;0.0;0.0;8.97;1.45;0.0
20201029:0010;0.0;0.0;0.0;8.8;1.17;0.0
20201029:0110;0.0;0.0;0.0;8.18;1.17;0.0
20201029:0210;0.0;0.0;0.0;7.94;0.83;0.0
20201029:0310;0.0;0.0;0.0;8.75;0.41;0.0
20201029:0410;0.0;0.0;0.0;8.7;0.21;0.0
20201029:0510;0.0;0.0;0.0;9.03;0.07;0.0
20201029:0610;0.0;0.0;0.0;8.77;0.21;0.0
20201029:0710;49.89;74.65;10.82;9.15;0.34;0.0
20201029:0810;186.91;233.15;19.27;10.45;0.34;0.0
20201029:0910;320.64;392.05;26.03;12.66;0.76;0.0
20201029:1010;497.31;612.94;30.44;13.84;1.17;0.0
20201029:1110;440.17;541.57;31.93;14.1;1.1;0.0
20201029:1210;376.64;465.7;30.26;14.99;0.76;0.0
20201029:1310;490.18;612.3;25.69;15.64;0.69;0.0
20201029:1410;293.52;364.23;18.82;15.34;0.41;0.0
20201029:1510;74.77;106.05;10.28;15.13;0.34;0.0
20201029:1610;0.0;0.0;0.0;13.9;0.69;0.0
20201029:1710;0.0;0.0;0.0;12.97;0.76;0.0
20201029:1810;0.0;0.0;0.0;10.9;1.31;0.0
20201029:1910;0.0;0.0;0.0;9.71;1.31;0.0
20201029:2010;0.0;0.0;0.0;9.36;1.31;0.0
20201029:2110;0.0;0.0;0.0;8.81;1.38;0.0
20201029:2210;0.0;0.0;0.0;8.86;1.24;0.0
20201029:2310;0.0;0.0;0.0;9.82;1.03;0.0
20201030:0010;0.0;0.0;0.0;9.73;1.03;0.0
20201030:0110;0.0;0.0;0.0;9.56;1.03;0.0
20201030:0210;0.0;0.0;0.0;9.2;0.9;0.0
20201030:0310;0.0;0.0;0.0;9.21;0.83;0.0
20201030:0410;0.0;0.0;0.0;9.17;0.76;0.0
20201030:0510;0.0;0.0;0.0;9.71;0.76;0.0
20201030:0610;0.0;0.0;0.0;9.58;0.76;0.0
20201030:0710;81.66;113.82;10.56;10.75;0.97;0.0
20201030:0810;373.21;455.23;18.99;12.58;1.17;0.0
20201030:0910;498.69;613.26;25.73;14.01;1.31;0.0
20201030:1010;619.63;775.77;30.12;15.27;1.59;0.0
20201030:1110;619.02;776.46;31.6;15.66;1.66;0.0
20201030:1210;563.95;705.42;29.94;16.44;1.59;0.0
20201030:1310;581.15;727.59;25.39;16.74;1.66;0.0
20201030:1410;432.6;532.28;18.53;16.08;1.66;0.0
20201030:1510;231.43;290.97;10.02;15.37;1.52;0.0
20201030:1610;0.0;0.0;0.0;14.29;1.45;0.0
20201030:1710;0.0;0.0;0.0;12.92;1.59;0.0
20201030:1810;0.0;0.0;0.0;11.75;1.66;0.0
20201030:1910;0.0;0.0;0.0;11.09;1.66;0.0
20201030:2010;0.0;0.0;0.0;10.75;1.59;0.0
20201030:2110;0.0;0.0;0.0;10.32;1.45;0.0
20201030:2210;0.0;0.0;0.0;9.68;1.24;0.0
20201030:2310;0.0;0.0;0.0;10.4;1.24;0.0
20201031:0010;0.0;0.0;0.0;10.53;1.24;0.0
20201031:0110;0.0;0.0;0.0;10.71;1.45;0.0
20201031:0210;0.0;0.0;0.0;10.59;1.38;0.0
20201031:0310;0.0;0.0;0.0;10.6;1.38;0.0
20201031:0410;0.0;0.0;0.0;10.52;1.31;0.0
20201031:0510;0.0;0.0;0.0;10.89;1.17;0.0
20201031:0610;0.0;0.0;0.0;10.76;1.1;0.0
20201031:0710;143.44;188.8;10.31;11.4;0.97;0.0
20201031:0810;343.75;418.14;18.72;12.39;1.45;0.0
20201031:0910;504.73;616.86;25.43;13.45;1.66;0.0
20201031:1010;651.54;812.45;29.8;14.42;1.86;0.0
20201031:1110;489.78;600.23;31.27;14.77;2.07;0.0
20201031:1210;435.03;532.41;29.62;15.47;2.21;0.0
20201031:1310;482.38;590.73;25.09;15.76;2.34;0.0
20201031:1410;143.04;184.54;18.25;14.79;2.21;0.0
20201031:1510;155.23;199.42;9.76;14.19;2.0;0.0
20201031:1610;0.0;0.0;0.0;13.24;1.93;0.0
20201031:1710;0.0;0.0;0.0;12.38;1.86;0.0
20201031:1810;0.0;0.0;0.0;11.66;1.79;0.0
20201031:1910;0.0;0.0;0.0;11.25;1.79;0.0
20201031:2010;0.0;0.0;0.0;11.0;1.79;0.0
20201031:2110;0.0;0.0;0.0;10.82;1.72;0.0
20201031:2210;0.0;0.0;0.0;10.84;1.72;0.0
20201031:2310;0.0;0.0;0.0;11.68;1.72;0.0
20201101:0010;0.0;0.0;0.0;11.73;1.86;0.0
20201101:0110;0.0;0.0;0.0;12.03;1.66;0.0
20201101:0210;0.0;0.0;0.0;11.55;1.79;0.0
20201101:0310;0.0;0.0;0.0;11.55;1.72;0.0
20201101:0410;0.0;0.0;0.0;11.49;1.59;0.0
20201101:0510;0.0;0.0;0.0;11.87;1.45;0.0
20201101:0610;0.0;0.0;0.0;11.78;1.38;0.0
20201101:0710;91.78;126.6;10.05;11.78;1.52;0.0
20201101:0810;37.96;60.53;18.44;12.66;1.31;0.0
20201101:0910;129.33;168.92;25.13;13.52;1.45;0.0
20201101:1010;162.82;208.2;29.49;14.18;1.79;0.0
20201101:1110;474.52;579.47;30.95;13.81;1.79;0.0
20201101:1210;378.6;460.91;29.3;14.0;1.86;0.0
20201101:1310;347.29;422.38;24.79;14.22;2.0;0.0
20201101:1410;395.05;478.58;17.98;14.02;2.14;0.0
20201101:1510;232.11;289.25;9.51;13.79;1.93;0.0
20201101:1610;0.0;0.0;0.0;13.29;1.79;0.0
20201101:1710;0.0;0.0;0.0;12.8;1.66;0.0
20201101:1810;0.0;0.0;0.0;12.22;1.66;0.0
20201101:1910;0.0;0.0;0.0;12.27;2.07;0.0
20201101:2010;0.0;0.0;0.0;12.59;1.93;0.0
20201101:2110;0.0;0.0;0.0;12.51;1.86;0.0
20201101:2210;0.0;0.0;0.0;12.3;1.86;0.0
20201101:2310;0.0;0.0;0.0;13.23;1.93;0.0
20201102:0010;0.0;0.0;0.0;13.43;1.86;0.0
20201102:0110;0.0;0.0;0.0;13.44;1.86;0.0
20201102:0210;0.0;0.0;0.0;12.89;1.86;0.0
20201102:0310;0.0;0.0;0.0;12.71;1.79;0.0
20201102:0410;0.0;0.0;0.0;12.83;1.72;0.0
20201102:0510;0.0;0.0;0.0;13.27;1.66;0.0
20201102:0610;0.0;0.0;0.0;13.41;1.52;0.0
20201102:0710;26.04;45.69;9.8;13.68;1.66;0.0
20201102:0810;358.62;437.96;18.17;14.05;1.86;0.0
20201102:0910;273.08;335.61;24.84;14.79;2.14;0.0
20201102:1010;384.91;470.22;29.17;15.33;2.21;0.0
20201102:1110;135.38;176.93;30.63;14.96;2.28;0.0
20201102:1210;228.27;283.81;28.99;15.16;2.69;0.0
20201102:1310;307.68;375.19;24.5;15.09;2.76;0.0
20201102:1410;23.38;42.19;17.71;14.23;2.62;0.0
20201102:1510;10.8;24.76;9.26;13.81;2.55;0.0
20201102:1610;0.0;0.0;0.0;13.3;2.48;0.0
20201102:1710;0.0;0.0;0.0;12.87;1.93;0.0
20201102:1810;0.0;0.0;0.0;12.57;1.72;0.0
20201102:1910;0.0;0.0;0.0;12.34;1.52;0.0
20201102:2010;0.0;0.0;0.0;12.77;1.24;0.0
20201102:2110;0.0;0.0;0.0;12.75;1.03;0.0
20201102:2210;0.0;0.0;0.0;12.8;1.03;0.0
20201102:2310;0.0;0.0;0.0;13.51;0.97;0.0
20201103:0010;0.0;0.0;0.0;13.57;0.9;0.0
20201103:0110;0.0;0.0;0.0;13.41;0.83;0.0
20201103:0210;0.0;0.0;0.0;13.03;0.83;0.0
20201103:0310;0.0;0.0;0.0;13.06;0.83;0.0
20201103:0410;0.0;0.0;0.0;13.13;0.9;0.0
20201103:0510;0.0;0.0;0.0;13.39;0.83;0.0
20201103:0610;0.0;0.0;0.0;13.46;0.83;0.0
20201103:0710;26.09;45.76;9.55;13.51;0.97;0.0
20201103:0810;45.02;69.7;17.9;14.17;0.83;0.0
20201103:0910;26.78;46.77;24.54;14.65;0.76;0.0
20201103:1010;47.78;73.37;28.86;15.02;0.62;0.0
20201103:1110;50.16;76.12;30.31;14.56;0.97;0.0
20201103:1210;42.66;66.95;28.68;14.88;1.17;0.0
20201103:1310;29.54;50.44;24.21;15.25;1.45;0.0
20201103:1410;16.51;33.01;17.45;14.74;1.24;0.0
20201103:1510;19.24;36.68;9.02;14.17;1.24;0.0
20201103:1610;0.0;0.0;0.0;13.86;1.1;0.0
20201103:1710;0.0;0.0;0.0;13.44;1.17;0.0
