time;P;G(i);H_sun;T2m;WS10m;Int
20200927:0610;25.27;43.79;8.61;8.68;0.62;0.0
20200927:0710;284.5;359.42;18.83;9.78;0.28;0.0
20200927:0810;488.05;604.7;28.19;11.64;0.28;0.0
20200927:0910;621.97;792.9;36.06;12.9;0.14;0.0
20200927:1010;711.44;931.01;41.56;13.99;0.21;0.0
20200927:1110;770.5;1013.42;43.76;14.04;0.55;0.0
20200927:1210;743.83;950.85;42.19;14.83;1.66;0.0
20200927:1310;707.3;885.77;37.18;15.31;2.55;0.0
20200927:1410;589.34;720.4;29.65;14.87;3.1;0.0
20200927:1510;407.95;495.71;20.49;14.46;3.31;0.0
20200927:1610;164.93;219.43;10.38;13.6;2.97;0.0
20200927:1710;0.0;0.0;0.0;12.35;2.34;0.0
20200927:1810;0.0;0.0;0.0;11.15;1.72;0.0
20200927:1910;0.0;0.0;0.0;10.21;1.86;0.0
20200927:2010;0.0;0.0;0.0;10.15;1.66;0.0
20200927:2110;0.0;0.0;0.0;9.54;1.79;0.0
20200927:2210;0.0;0.0;0.0;8.96;1.72;0.0
20200927:2310;0.0;0.0;0.0;9.32;1.45;0.0
20200928:0010;0.0;0.0;0.0;8.6;0.97;0.0
20200928:0110;0.0;0.0;0.0;9.06;0.48;0.0
20200928:0210;0.0;0.0;0.0;8.52;0.14;0.0
20200928:0310;0.0;0.0;0.0;8.38;0.14;0.0
20200928:0410;0.0;0.0;0.0;8.17;0.41;0.0
20200928:0510;0.0;0.0;0.0;8.65;0.76;0.0
20200928:0610;25.98;44.65;8.39;8.43;1.1;0.0
20200928:0710;272.04;344.76;18.59;10.99;0.55;0.0
20200928:0810;478.62;588.52;27.92;13.62;1.45;0.0
20200928:0910;620.73;771.78;35.75;15.23;2.14;0.0
20200928:1010;722.24;912.57;41.2;16.26;2.48;0.0
20200928:1110;762.68;971.46;43.37;16.35;2.48;0.0
20200928:1210;714.17;903.23;41.79;16.78;2.62;0.0
20200928:1310;680.06;852.22;36.79;16.87;2.83;0.0
20200928:1410;566.69;695.88;29.28;16.09;3.03;0.0
20200928:1510;388.51;474.64;20.14;15.41;3.17;0.0
20200928:1610;152.2;204.94;10.04;14.58;2.83;0.0
20200928:1710;0.0;0.0;0.0;13.53;2.34;0.0
20200928:1810;0.0;0.0;0.0;12.43;2.28;0.0
20200928:1910;0.0;0.0;0.0;12.1;2.21;0.0
20200928:2010;0.0;0.0;0.0;12.23;2.07;0.0
20200928:2110;0.0;0.0;0.0;11.86;1.93;0.0
20200928:2210;0.0;0.0;0.0;11.55;1.79;0.0
20200928:2310;0.0;0.0;0.0;12.24;1.66;0.0
20200929:0010;0.0;0.0;0.0;12.06;1.59;0.0
20200929:0110;0.0;0.0;0.0;11.86;1.59;0.0
20200929:0210;0.0;0.0;0.0;10.92;1.52;0.0
20200929:0310;0.0;0.0;0.0;10.3;1.45;0.0
20200929:0410;0.0;0.0;0.0;9.63;1.38;0.0
20200929:0510;0.0;0.0;0.0;10.01;1.38;0.0
20200929:0610;24.41;42.93;8.17;10.26;1.17;0.0
20200929:0710;255.2;325.94;18.35;13.19;1.03;0.0
20200929:0810;458.71;566.93;27.65;14.72;1.31;0.0
20200929:0910;546.85;681.43;35.44;16.4;1.79;0.0
20200929:1010;641.54;807.21;40.85;17.54;2.48;0.0
20200929:1110;604.09;757.66;42.99;17.64;2.55;0.0
20200929:1210;661.37;834.14;41.39;18.04;2.76;0.0
20200929:1310;458.51;566.35;36.41;18.07;3.03;0.0
20200929:1410;410.15;501.96;28.91;16.78;3.03;0.0
20200929:1510;355.03;436.85;19.78;16.53;2.97;0.0
20200929:1610;140.37;191.93;9.7;15.84;2.41;0.0
20200929:1710;0.0;0.0;0.0;14.82;2.0;0.0
20200929:1810;0.0;0.0;0.0;13.96;1.93;0.0
20200929:1910;0.0;0.0;0.0;13.59;1.86;0.0
20200929:2010;0.0;0.0;0.0;13.8;1.86;0.0
20200929:2110;0.0;0.0;0.0;13.45;1.72;0.0
20200929:2210;0.0;0.0;0.0;13.18;1.66;0.0
20200929:2310;0.0;0.0;0.0;13.96;1.52;0.0
20200930:0010;0.0;0.0;0.0;13.77;1.45;0.0
20200930:0110;0.0;0.0;0.0;13.45;1.38;0.0
20200930:0210;0.0;0.0;0.0;12.24;1.31;0.0
20200930:0310;0.0;0.0;0.0;11.74;1.17;0.0
20200930:0410;0.0;0.0;0.0;11.6;0.97;0.0
20200930:0510;0.0;0.0;0.0;12.49;0.83;0.0
20200930:0610;25.32;44.65;7.95;13.36;0.62;0.0
20200930:0710;194.16;251.64;18.11;14.05;0.21;0.0
20200930:0810;448.06;564.66;27.38;15.56;0.14;0.0
20200930:0910;580.63;743.26;35.13;17.23;0.62;0.0
20200930:1010;506.78;642.89;40.5;18.04;0.97;0.0
20200930:1110;292.58;368.98;42.6;18.1;1.24;0.0
20200930:1210;251.58;318.67;40.99;18.17;1.52;0.0
20200930:1310;326.23;407.35;36.02;18.17;1.86;0.0
20200930:1410;357.66;442.84;28.54;17.33;1.86;0.0
20200930:1510;271.58;339.44;19.43;17.15;1.93;0.0
20200930:1610;115.1;160.83;9.36;16.49;1.86;0.0
20200930:1710;0.0;0.0;0.0;15.54;1.72;0.0
20200930:1810;0.0;0.0;0.0;14.69;1.72;0.0
20200930:1910;0.0;0.0;0.0;13.87;1.86;0.0
20200930:2010;0.0;0.0;0.0;14.15;1.79;0.0
20200930:2110;0.0;0.0;0.0;13.68;1.72;0.0
20200930:2210;0.0;0.0;0.0;13.43;1.72;0.0
20200930:2310;0.0;0.0;0.0;14.21;1.59;0.0
20201001:0010;0.0;0.0;0.0;14.08;1.52;0.0
20201001:0110;0.0;0.0;0.0;13.73;1.66;0.0
20201001:0210;0.0;0.0;0.0;13.41;1.59;0.0
20201001:0310;0.0;0.0;0.0;13.39;1.52;0.0
20201001:0410;0.0;0.0;0.0;13.47;1.31;0.0
20201001:0510;0.0;0.0;0.0;13.85;1.38;0.0
20201001:0610;13.24;28.33;7.73;13.96;1.52;0.0
20201001:0710;55.09;82.16;17.87;14.87;2.07;0.0
20201001:0810;145.12;188.57;27.11;15.46;2.28;0.0
20201001:0910;198.87;252.4;34.82;16.48;2.48;0.0
20201001:1010;587.45;729.11;40.14;16.9;2.9;0.0
20201001:1110;697.61;872.79;42.21;16.61;3.17;0.0
20201001:1210;686.13;855.78;40.59;16.83;3.38;0.0
20201001:1310;593.02;729.94;35.63;16.8;3.59;0.0
20201001:1410;234.3;291.12;28.17;16.01;3.66;0.0
20201001:1510;140.09;182.16;19.08;16.01;3.93;0.0
20201001:1610;99.57;140.36;9.03;15.41;3.52;0.0
20201001:1710;0.0;0.0;0.0;15.08;2.76;0.0
20201001:1810;0.0;0.0;0.0;14.79;2.41;0.0
20201001:1910;0.0;0.0;0.0;14.92;2.34;0.0
20201001:2010;0.0;0.0;0.0;15.08;2.28;0.0
20201001:2110;0.0;0.0;0.0;15.0;2.07;0.0
20201001:2210;0.0;0.0;0.0;14.42;2.07;0.0
20201001:2310;0.0;0.0;0.0;15.34;2.69;0.0
20201002:0010;0.0;0.0;0.0;15.13;3.17;0.0
20201002:0110;0.0;0.0;0.0;15.04;3.52;0.0
20201002:0210;0.0;0.0;0.0;14.67;3.45;0.0
20201002:0310;0.0;0.0;0.0;14.8;3.72;0.0
20201002:0410;0.0;0.0;0.0;14.9;3.72;0.0
20201002:0510;0.0;0.0;0.0;15.3;3.72;0.0
20201002:0610;11.97;26.62;7.51;15.27;4.28;0.0
20201002:0710;14.45;30.26;17.63;16.19;5.17;0.0
20201002:0810;17.12;33.93;26.84;15.64;5.45;0.0
20201002:0910;33.14;55.02;34.51;15.72;5.72;0.0
20201002:1010;39.71;63.28;39.79;15.76;6.76;0.0
20201002:1110;32.4;54.11;41.83;15.93;7.24;0.0
20201002:1210;30.97;52.27;40.2;15.91;7.17;0.0
20201002:1310;34.59;56.86;35.25;15.84;7.72;0.0
20201002:1410;37.56;60.53;27.81;15.55;7.59;0.0
20201002:1510;67.52;96.66;18.74;14.94;7.59;0.0
20201002:1610;27.05;47.36;8.69;14.9;7.93;0.0
20201002:1710;0.0;0.0;0.0;15.1;7.86;0.0
20201002:1810;0.0;0.0;0.0;15.38;8.34;0.0
20201002:1910;0.0;0.0;0.0;15.37;8.9;0.0
20201002:2010;0.0;0.0;0.0;15.77;9.38;0.0
20201002:2110;0.0;0.0;0.0;16.39;9.66;0.0
20201002:2210;0.0;0.0;0.0;16.47;9.38;0.0
20201002:2310;0.0;0.0;0.0;16.67;8.83;0.0
20201003:0010;0.0;0.0;0.0;16.78;8.55;0.0
20201003:0110;0.0;0.0;0.0;17.22;8.62;0.0
20201003:0210;0.0;0.0;0.0;16.26;8.28;0.0
20201003:0310;0.0;0.0;0.0;15.84;7.17;0.0
20201003:0410;0.0;0.0;0.0;14.63;6.0;0.0
20201003:0510;0.0;0.0;0.0;13.4;5.31;0.0
20201003:0610;22.84;41.21;7.28;12.8;5.93;0.0
20201003:0710;230.78;288.05;17.39;12.01;6.62;0.0
20201003:0810;303.93;364.6;26.57;12.77;6.62;0.0
20201003:0910;666.69;796.81;34.19;14.13;6.48;0.0
20201003:1010;777.55;947.59;39.43;15.39;6.0;0.0
20201003:1110;802.79;984.46;41.44;15.61;5.86;0.0
20201003:1210;766.01;935.24;39.8;15.85;6.14;0.0
20201003:1310;722.68;874.57;34.86;15.54;6.34;0.0
20201003:1410;556.13;661.8;27.44;14.46;6.55;0.0
20201003:1510;173.98;218.4;18.39;13.86;6.41;0.0
20201003:1610;68.69;100.54;8.36;13.28;6.0;0.0
20201003:1710;0.0;0.0;0.0;12.86;5.72;0.0
20201003:1810;0.0;0.0;0.0;12.5;5.66;0.0
20201003:1910;0.0;0.0;0.0;12.48;5.03;0.0
20201003:2010;0.0;0.0;0.0;12.56;4.69;0.0
20201003:2110;0.0;0.0;0.0;12.35;4.21;0.0
20201003:2210;0.0;0.0;0.0;12.19;4.0;0.0
20201003:2310;0.0;0.0;0.0;13.11;4.14;0.0
20201004:0010;0.0;0.0;0.0;13.16;4.21;0.0
20201004:0110;0.0;0.0;0.0;12.96;4.21;0.0
20201004:0210;0.0;0.0;0.0;12.22;3.52;0.0
20201004:0310;0.0;0.0;0.0;11.66;2.55;0.0
20201004:0410;0.0;0.0;0.0;11.29;2.28;0.0
20201004:0510;0.0;0.0;0.0;11.38;2.21;0.0
20201004:0610;18.44;35.2;7.06;11.35;2.14;0.0
20201004:0710;268.37;339.87;17.14;12.78;2.07;0.0
20201004:0810;459.62;558.2;26.3;14.23;2.97;0.0
20201004:0910;620.96;755.52;33.88;15.41;4.28;0.0
20201004:1010;736.28;900.64;39.08;16.14;5.52;0.0
20201004:1110;772.72;940.19;41.05;15.38;6.34;0.0
20201004:1210;580.8;696.28;39.41;14.82;6.34;0.0
20201004:1310;58.12;85.29;34.48;14.1;5.59;0.0
20201004:1410;87.22;119.22;27.08;13.32;6.34;0.0
20201004:1510;37.39;59.61;18.04;12.44;6.14;0.0
20201004:1610;14.14;29.35;8.02;12.0;6.83;0.0
20201004:1710;0.0;0.0;0.0;11.35;6.0;0.0
20201004:1810;0.0;0.0;0.0;11.64;4.69;0.0
20201004:1910;0.0;0.0;0.0;11.37;3.45;0.0
20201004:2010;0.0;0.0;0.0;11.32;2.48;0.0
20201004:2110;0.0;0.0;0.0;10.97;2.21;0.0
20201004:2210;0.0;0.0;0.0;10.82;2.48;0.0
20201004:2310;0.0;0.0;0.0;11.64;2.69;0.0
20201005:0010;0.0;0.0;0.0;11.72;2.41;0.0
20201005:0110;0.0;0.0;0.0;11.33;1.93;0.0
20201005:0210;0.0;0.0;0.0;10.61;1.59;0.0
20201005:0310;0.0;0.0;0.0;10.3;0.97;0.0
20201005:0410;0.0;0.0;0.0;9.5;0.34;0.0
20201005:0510;0.0;0.0;0.0;9.42;0.14;0.0
20201005:0610;11.77;25.76;6.83;9.01;0.14;0.0
20201005:0710;56.01;82.26;16.9;11.25;0.41;0.0
20201005:0810;94.45;128.15;26.02;12.04;0.0;0.0
20201005:0910;148.94;192.78;33.57;13.24;0.21;0.0
20201005:1010;270.73;336.66;38.72;14.58;1.17;0.0
20201005:1110;743.82;946.39;40.67;14.65;1.79;0.0
20201005:1210;583.78;723.8;39.02;15.03;2.14;0.0
20201005:1310;256.6;317.92;34.1;14.94;2.28;0.0
20201005:1410;583.66;716.15;26.72;14.27;2.28;0.0
20201005:1510;377.45;461.0;17.7;14.12;2.41;0.0
20201005:1610;43.04;68.57;7.69;13.52;2.28;0.0
20201005:1710;0.0;0.0;0.0;12.65;1.93;0.0
20201005:1810;0.0;0.0;0.0;11.98;1.45;0.0
20201005:1910;0.0;0.0;0.0;11.93;1.31;0.0
20201005:2010;0.0;0.0;0.0;11.56;1.24;0.0
20201005:2110;0.0;0.0;0.0;10.77;1.17;0.0
20201005:2210;0.0;0.0;0.0;10.22;1.17;0.0
20201005:2310;0.0;0.0;0.0;10.82;1.03;0.0
20201006:0010;0.0;0.0;0.0;10.71;0.97;0.0
20201006:0110;0.0;0.0;0.0;11.23;0.76;0.0
20201006:0210;0.0;0.0;0.0;11.09;0.62;0.0
20201006:0310;0.0;0.0;0.0;10.94;0.62;0.0
20201006:0410;0.0;0.0;0.0;9.98;0.76;0.0
20201006:0510;0.0;0.0;0.0;10.93;0.62;0.0
20201006:0610;18.44;35.2;6.61;11.01;0.41;0.0
20201006:0710;38.27;60.53;16.65;10.72;0.28;0.0
20201006:0810;65.79;94.46;25.74;12.61;0.14;0.0
20201006:0910;190.41;241.78;33.25;13.94;0.41;0.0
20201006:1010;119.07;158.65;38.37;15.25;1.17;0.0
20201006:1110;123.1;163.24;40.28;15.27;1.59;0.0
20201006:1210;169.93;218.04;38.62;15.67;2.34;0.0
20201006:1310;169.84;217.6;33.72;15.83;2.76;0.0
20201006:1410;78.42;110.05;26.35;14.97;2.76;0.0
20201006:1510;262.06;322.93;17.36;14.46;2.76;0.0
20201006:1610;47.66;74.84;7.36;13.92;2.55;0.0
20201006:1710;0.0;0.0;0.0;13.28;2.07;0.0
20201006:1810;0.0;0.0;0.0;12.84;1.72;0.0
20201006:1910;0.0;0.0;0.0;12.44;1.38;0.0
20201006:2010;0.0;0.0;0.0;12.49;1.45;0.0
20201006:2110;0.0;0.0;0.0;12.17;1.03;0.0
20201006:2210;0.0;0.0;0.0;12.05;0.69;0.0
20201006:2310;0.0;0.0;0.0;13.53;0.07;0.0
20201007:0010;0.0;0.0;0.0;13.25;0.34;0.0
20201007:0110;0.0;0.0;0.0;12.31;0.62;0.0
20201007:0210;0.0;0.0;0.0;11.14;1.03;0.0
20201007:0310;0.0;0.0;0.0;10.57;1.17;0.0
20201007:0410;0.0;0.0;0.0;9.94;1.03;0.0
20201007:0510;0.0;0.0;0.0;9.81;0.97;0.0
20201007:0610;16.68;32.63;6.38;9.58;0.9;0.0
20201007:0710;279.01;355.03;16.41;11.49;0.48;0.0
20201007:0810;458.79;568.68;25.47;14.28;0.9;0.0
20201007:0910;589.35;739.65;32.94;16.35;1.59;0.0
20201007:1010;584.84;734.82;38.01;17.66;2.14;0.0
20201007:1110;743.78;950.88;39.9;18.08;2.62;0.0
20201007:1210;710.88;906.89;38.23;18.66;2.62;0.0
20201007:1310;646.65;815.57;33.34;18.86;2.76;0.0
20201007:1410;474.24;585.62;26.0;18.25;2.9;0.0
20201007:1510;324.1;402.82;17.02;17.71;2.69;0.0
20201007:1610;66.01;99.96;7.04;16.61;2.34;0.0
20201007:1710;0.0;0.0;0.0;15.23;1.93;0.0
20201007:1810;0.0;0.0;0.0;13.88;1.59;0.0
20201007:1910;0.0;0.0;0.0;13.18;1.24;0.0
20201007:2010;0.0;0.0;0.0;13.01;1.24;0.0
20201007:2110;0.0;0.0;0.0;12.08;1.38;0.0
20201007:2210;0.0;0.0;0.0;11.23;1.38;0.0
20201007:2310;0.0;0.0;0.0;11.86;1.17;0.0
20201008:0010;0.0;0.0;0.0;11.18;1.17;0.0
20201008:0110;0.0;0.0;0.0;10.49;1.1;0.0
20201008:0210;0.0;0.0;0.0;10.01;0.97;0.0
20201008:0310;0.0;0.0;0.0;9.65;0.9;0.0
20201008:0410;0.0;0.0;0.0;9.61;0.83;0.0
20201008:0510;0.0;0.0;0.0;9.61;0.76;0.0
20201008:0610;14.81;30.05;6.15;9.39;0.76;0.0
20201008:0710;258.53;328.7;16.16;11.33;0.48;0.0
20201008:0810;453.84;563.75;25.19;14.09;0.62;0.0
20201008:0910;595.97;758.79;32.62;16.06;0.69;0.0
20201008:1010;685.27;904.12;37.66;17.44;0.34;0.0
20201008:1110;706.01;944.07;39.52;17.91;0.21;0.0
20201008:1210;685.79;899.88;37.85;18.52;0.83;0.0
20201008:1310;646.23;830.05;32.96;18.73;1.45;0.0
20201008:1410;524.65;655.7;25.64;18.01;1.86;0.0
20201008:1510;335.67;418.22;16.68;17.34;1.93;0.0
20201008:1610;92.79;134.9;6.71;16.31;1.59;0.0
20201008:1710;0.0;0.0;0.0;14.97;1.52;0.0
20201008:1810;0.0;0.0;0.0;13.73;1.59;0.0
20201008:1910;0.0;0.0;0.0;13.15;1.66;0.0
20201008:2010;0.0;0.0;0.0;12.48;1.66;0.0
20201008:2110;0.0;0.0;0.0;11.71;1.59;0.0
20201008:2210;0.0;0.0;0.0;11.34;1.52;0.0
20201008:2310;0.0;0.0;0.0;11.7;1.52;0.0
20201009:0010;0.0;0.0;0.0;11.46;1.45;0.0
20201009:0110;0.0;0.0;0.0;11.34;1.31;0.0
20201009:0210;0.0;0.0;0.0;10.84;1.1;0.0
20201009:0310;0.0;0.0;0.0;10.45;1.03;0.0
20201009:0410;0.0;0.0;0.0;10.41;0.97;0.0
20201009:0510;0.0;0.0;0.0;11.17;0.9;0.0
20201009:0610;15.31;30.91;5.92;10.96;0.97;0.0
20201009:0710;133.04;174.88;15.91;11.81;0.48;0.0
20201009:0810;174.64;222.0;24.91;12.99;0.34;0.0
20201009:0910;330.85;411.06;32.3;14.69;0.34;0.0
20201009:1010;448.27;562.2;37.3;16.15;0.62;0.0
20201009:1110;255.43;321.61;39.14;16.32;0.9;0.0
20201009:1210;223.23;283.06;37.46;16.67;1.1;0.0
20201009:1310;149.52;195.66;32.59;16.84;1.17;0.0
20201009:1410;115.72;155.02;25.28;16.21;1.24;0.0
20201009:1510;115.21;153.84;16.34;15.65;1.24;0.0
20201009:1610;39.02;64.49;6.39;15.11;1.03;0.0
20201009:1710;0.0;0.0;0.0;14.28;0.9;0.0
20201009:1810;0.0;0.0;0.0;13.5;1.03;0.0
20201009:1910;0.0;0.0;0.0;12.96;1.24;0.0
20201009:2010;0.0;0.0;0.0;12.86;1.24;0.0
20201009:2110;0.0;0.0;0.0;12.24;1.17;0.0
20201009:2210;0.0;0.0;0.0;11.49;1.17;0.0
20201009:2310;0.0;0.0;0.0;12.03;1.1;0.0
20201010:0010;0.0;0.0;0.0;12.03;1.1;0.0
20201010:0110;0.0;0.0;0.0;12.29;1.1;0.0
20201010:0210;0.0;0.0;0.0;12.16;1.17;0.0
20201010:0310;0.0;0.0;0.0;12.18;1.1;0.0
20201010:0410;0.0;0.0;0.0;12.18;0.97;0.0
20201010:0510;0.0;0.0;0.0;12.58;0.9;0.0
20201010:0610;13.93;29.19;5.69;12.78;0.83;0.0
20201010:0710;79.91;111.91;15.66;13.32;0.69;0.0
20201010:0810;188.97;239.58;24.63;14.38;0.83;0.0
20201010:0910;468.61;582.56;31.99;15.54;1.03;0.0
20201010:1010;637.38;814.44;36.95;16.34;1.03;0.0
20201010:1110;580.19;735.68;38.76;16.36;1.03;0.0
20201010:1210;491.55;616.32;37.07;16.45;1.03;0.0
20201010:1310;555.07;702.0;32.21;17.06;1.03;0.0
20201010:1410;444.51;552.22;24.93;16.39;1.1;0.0
20201010:1510;235.39;296.4;16.01;16.28;1.17;0.0
20201010:1610;25.59;46.47;6.07;15.67;0.9;0.0
20201010:1710;0.0;0.0;0.0;14.97;0.62;0.0
20201010:1810;0.0;0.0;0.0;14.13;0.62;0.0
20201010:1910;0.0;0.0;0.0;13.6;0.41;0.0
20201010:2010;0.0;0.0;0.0;12.84;0.62;0.0
20201010:2110;0.0;0.0;0.0;11.82;0.97;0.0
20201010:2210;0.0;0.0;0.0;11.23;1.17;0.0
20201010:2310;0.0;0.0;0.0;11.57;1.17;0.0
20201011:0010;0.0;0.0;0.0;10.35;1.1;0.0
20201011:0110;0.0;0.0;0.0;10.02;1.1;0.0
20201011:0210;0.0;0.0;0.0;9.4;1.17;0.0
20201011:0310;0.0;0.0;0.0;9.76;1.17;0.0
20201011:0410;0.0;0.0;0.0;10.06;1.45;0.0
20201011:0510;0.0;0.0;0.0;10.03;1.66;0.0
20201011:0610;12.32;26.62;5.46;9.9;1.72;0.0
20201011:0710;47.22;71.4;15.41;10.8;1.86;0.0
20201011:0810;141.3;180.61;24.35;11.1;2.21;0.0
20201011:0910;120.13;156.7;31.67;11.33;2.48;0.0
20201011:1010;210.99;260.8;36.59;11.5;2.55;0.0
20201011:1110;318.81;384.34;38.38;11.13;2.62;0.0
20201011:1210;0.0;0.0;0.0;11.04;2.48;0.0
20201011:1310;370.53;444.24;31.84;11.01;2.28;0.0
20201011:1410;170.19;212.39;24.58;10.57;2.55;0.0
20201011:1510;126.43;162.57;15.68;10.01;2.34;0.0
20201011:1610;5.62;16.51;5.75;9.48;2.0;0.0
20201011:1710;0.0;0.0;0.0;9.05;1.66;0.0
20201011:1810;0.0;0.0;0.0;8.67;1.59;0.0
20201011:1910;0.0;0.0;0.0;8.92;1.86;0.0
20201011:2010;0.0;0.0;0.0;8.64;1.86;0.0
20201011:2110;0.0;0.0;0.0;7.95;1.72;0.0
20201011:2210;0.0;0.0;0.0;6.45;1.59;0.0
20201011:2310;0.0;0.0;0.0;7.23;1.66;0.0
20201012:0010;0.0;0.0;0.0;7.06;1.86;0.0
20201012:0110;0.0;0.0;0.0;7.62;1.93;0.0
20201012:0210;0.0;0.0;0.0;6.56;1.79;0.0
20201012:0310;0.0;0.0;0.0;4.54;1.66;0.0
20201012:0410;0.0;0.0;0.0;3.76;1.59;0.0
20201012:0510;0.0;0.0;0.0;3.48;1.59;0.0
20201012:0610;10.93;24.04;5.23;3.21;1.59;0.0
20201012:0710;115.35;150.1;15.16;7.1;1.86;0.0
20201012:0810;331.15;393.47;24.07;8.19;2.28;0.0
20201012:0910;592.2;707.32;31.35;9.97;3.03;0.0
20201012:1010;732.41;886.69;36.24;11.5;3.93;0.0
20201012:1110;747.91;909.18;38.0;12.24;4.21;0.0
20201012:1210;730.83;893.76;36.31;13.04;3.79;0.0
20201012:1310;683.85;836.41;31.48;13.36;3.24;0.0
20201012:1410;538.96;651.44;24.23;12.99;2.76;0.0
20201012:1510;333.01;405.57;15.35;12.87;2.34;0.0
20201012:1610;70.45;105.77;5.44;12.26;1.79;0.0
20201012:1710;0.0;0.0;0.0;10.53;1.17;0.0
20201012:1810;0.0;0.0;0.0;9.56;0.9;0.0
20201012:1910;0.0;0.0;0.0;8.54;1.17;0.0
20201012:2010;0.0;0.0;0.0;7.46;1.24;0.0
20201012:2110;0.0;0.0;0.0;6.56;1.31;0.0
20201012:2210;0.0;0.0;0.0;6.17;1.17;0.0
20201012:2310;0.0;0.0;0.0;7.3;0.97;0.0
20201013:0010;0.0;0.0;0.0;8.18;0.76;0.0
20201013:0110;0.0;0.0;0.0;7.83;0.55;0.0
20201013:0210;0.0;0.0;0.0;7.28;0.41;0.0
20201013:0310;0.0;0.0;0.0;7.1;0.28;0.0
20201013:0410;0.0;0.0;0.0;6.89;0.21;0.0
20201013:0510;0.0;0.0;0.0;7.03;0.28;0.0
20201013:0610;9.52;22.32;5.0;6.79;0.14;0.0
20201013:0710;251.25;313.15;14.9;7.05;0.55;0.0
20201013:0810;462.55;561.44;23.79;9.67;0.76;0.0
20201013:0910;621.74;770.72;31.03;11.28;0.97;0.0
20201013:1010;704.69;896.18;35.89;12.43;0.83;0.0
20201013:1110;723.45;933.37;37.63;12.8;0.55;0.0
20201013:1210;691.17;893.71;35.93;13.53;0.34;0.0
20201013:1310;660.88;836.28;31.11;13.84;0.97;0.0
20201013:1410;530.93;649.44;23.89;13.33;1.72;0.0
20201013:1510;331.34;403.77;15.02;12.84;2.28;0.0
20201013:1610;71.78;107.57;5.13;11.87;2.28;0.0
20201013:1710;0.0;0.0;0.0;10.7;2.28;0.0
20201013:1810;0.0;0.0;0.0;9.76;2.07;0.0
20201013:1910;0.0;0.0;0.0;8.97;1.72;0.0
20201013:2010;0.0;0.0;0.0;8.49;1.72;0.0
20201013:2110;0.0;0.0;0.0;8.15;1.59;0.0
20201013:2210;0.0;0.0;0.0;7.63;1.38;0.0
20201013:2310;0.0;0.0;0.0;7.96;1.17;0.0
20201014:0010;0.0;0.0;0.0;8.0;0.97;0.0
20201014:0110;0.0;0.0;0.0;8.42;0.76;0.0
20201014:0210;0.0;0.0;0.0;8.86;0.55;0.0
20201014:0310;0.0;0.0;0.0;8.72;0.07;0.0
20201014:0410;0.0;0.0;0.0;8.34;0.21;0.0
20201014:0510;0.0;0.0;0.0;8.39;0.48;0.0
20201014:0610;0.15;6.01;4.77;8.01;0.55;0.0
20201014:0710;78.01;107.52;14.65;8.51;0.76;0.0
20201014:0810;431.87;519.4;23.5;8.92;1.03;0.0
20201014:0910;193.14;239.25;30.72;9.77;1.31;0.0
20201014:1010;656.73;812.39;35.54;10.74;1.31;0.0
20201014:1110;714.9;897.46;37.25;10.99;1.17;0.0
20201014:1210;703.56;882.85;35.55;11.91;1.31;0.0
20201014:1310;326.23;396.38;30.75;12.2;1.45;0.0
20201014:1410;458.27;554.95;23.54;11.87;1.45;0.0
20201014:1510;87.51;119.08;14.7;11.46;1.45;0.0
20201014:1610;6.13;17.42;4.82;11.07;1.38;0.0
20201014:1710;0.0;0.0;0.0;10.48;1.24;0.0
20201014:1810;0.0;0.0;0.0;9.67;1.24;0.0
20201014:1910;0.0;0.0;0.0;8.89;1.1;0.0
20201014:2010;0.0;0.0;0.0;8.4;1.38;0.0
20201014:2110;0.0;0.0;0.0;8.09;1.66;0.0
20201014:2210;0.0;0.0;0.0;7.7;1.93;0.0
20201014:2310;0.0;0.0;0.0;8.26;2.21;0.0
20201015:0010;0.0;0.0;0.0;8.11;2.34;0.0
20201015:0110;0.0;0.0;0.0;7.96;2.48;0.0
20201015:0210;0.0;0.0;0.0;7.49;2.55;0.0
20201015:0310;0.0;0.0;0.0;7.35;2.41;0.0
20201015:0410;0.0;0.0;0.0;7.22;2.41;0.0
20201015:0510;0.0;0.0;0.0;7.51;2.21;0.0
20201015:0610;3.04;12.02;4.53;7.36;2.0;0.0
20201015:0710;27.75;46.77;14.4;7.97;2.0;0.0
20201015:0810;34.32;55.02;23.22;8.38;2.07;0.0
20201015:0910;64.97;91.71;30.4;8.73;2.28;0.0
20201015:1010;143.45;181.55;35.19;8.74;2.41;0.0
20201015:1110;58.83;84.37;36.88;8.45;2.69;0.0
20201015:1210;110.55;143.98;35.18;8.65;2.9;0.0
20201015:1310;73.71;101.79;30.39;8.72;2.9;0.0
20201015:1410;27.73;46.77;23.21;8.2;2.69;0.0
20201015:1510;23.43;41.27;14.38;7.98;2.48;0.0
20201015:1610;1.54;9.17;4.51;7.77;2.0;0.0
20201015:1710;0.0;0.0;0.0;7.63;1.79;0.0
20201015:1810;0.0;0.0;0.0;7.4;1.86;0.0
20201015:1910;0.0;0.0;0.0;7.31;1.79;0.0
20201015:2010;0.0;0.0;0.0;7.46;1.72;0.0
20201015:2110;0.0;0.0;0.0;7.5;1.66;0.0
20201015:2210;0.0;0.0;0.0;7.59;1.66;0.0
20201015:2310;0.0;0.0;0.0;8.53;1.72;0.0
